,names,keyword,prices,urls,images,ments
10,로레알파리 토탈 리페어5 샴푸 620ml 2개,샴푸,16570,https://link.coupang.com/a/MFotb,thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2516887703783905-b435db9d-cc0e-4f48-8049-de21c6fe21cb.jpg,"로레알파리 토탈 리페어5 샴푸 620ml 2개솔직후기
#토털리프팅 에센스추천<unk></d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜로 맛있는거 같아요.
그래서 이번에 또 먹어봤는데 역시나 달달한 맛이였답니다.
그리고 그 위에 크림치즈도 같이 올려져 있어서 정말 좋았습니다.
크림 치즈는 바삭바득 씹히는 식감이 아주 좋아서
먹기에도 딱 좋은것 같더라구요!
저는 개인적으로 크림을 많이 안좋아하는데...ᄏ.ᅲ_ᅮㅠㅠ 
다음에 다시 와야겠네요
오늘의 포스팅은, 바로 ``오레오 마일드 마카롱 & 오리지널 케이크]
마카로는 원래 코코넛과 아몬드가 들어가 있는 것 같은데요,
하지만 이렇게 들어있는건 처음이라 그런지"
11,제이숲 블랙제이 프로페셔널 클리닉 샴푸 1개 1000ml,샴푸,23650,https://link.coupang.com/a/MFotW,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8248604409444234-d07777da-6c16-4a42-8c3e-18e0f78910de.jpg,"제이숲 블랙제이 프로페셔널 클리닉 샴푸 1개 1000ml솔직후기
#블랙제이드프로폴리스 에센스 로션, 모이스처라이징 크림, 세럼으로 구성되어있어요.
모공 속 노폐물을 제거해주고 피부톤을 화사하게 만들어주는 제품이에요.
이렇게 다양한 제품을 사용해봤는데요
피부 톤에 따라 선택할 수 있는 제품이 있어요.
화장품 브랜드에서 사용하는 화장품인데요.
피부에 좋은 성분들이 들어있어서
사용하기 편하고 사용감이 좋아요!
저는 올리브영 에서 구매했어요.
올리브영은 올해부터 뷰티&헬스케어 전문기업인 (주)더마코스메틱과 함께하는 ‘뷰티에디터’ 프로그램을 진행중입니다.
‘2018 올해의 화장품으로 선정된 바 있죠?’라는 주제로 진행되는 이번 프로그램은 오는 11월까지 매주 토요일 오후 2시부터 4시까지 진행된답니다.
참가신청은 홈페이지를 통해 가능합니다.
참여방법은 홈페이지 내 이벤트 페이지나 블로그를 통해서 신청하면 됩니다.
자세한 내용은"
12,제이숲 실크케라틴 단백질 샴푸 1000g 1개,샴푸,20800,https://link.coupang.com/a/MFou1,thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5891976117176072-8105b91f-dfad-4e4d-8483-4b246e2f94f5.jpg,"제이숲 실크케라틴 단백질 샴푸 1000g 1개솔직후기
#아기화장품추천</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜로 맛있는거 같아요.
그래서 이번에 또 먹어봤는데 역시나 달달한 맛이였어요!
그리고 그 위에 크림치즈도 같이 올려져 있어서 정말 좋았답니다.
저는 요렇게 치즈를 다 먹을 수 있는건 아니지만.ᄏᄒ 
저희는 이렇게 크림을 하나 더 주문했어요.
제가 먹은 건데...!??
사실 이건 처음이었거든요
근데, 사실, 제 입맛에는 딱 맞는 것 같더라구요.^^ ;;)
하지만 맛은 좀 달랐네요,
진짜 완전 꿀조합이에요?
이게 바로 ``바닐라칩 바닐라빈스<unk>><>
바로 시럽에 찍어먹으면 되니까~ 그래서 그런지 약간 느끼하지 않고 담백하고"
13,부케가르니 나드 두피 비듬 딥클렌징샴푸 1000ml 1개,샴푸,12900,https://link.coupang.com/a/MFov0,thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2637527045224221-4b369058-a36b-431a-b229-8618b172ad73.jpg,"부케가르니 나드 두피 비듬 딥클렌징샴푸 1000ml 1개솔직후기
#뷰티스타그램<unk>beauty_korea</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데요.
그냥 먹는게 아니라 직접 만들어먹고싶더라구요!
저는 이번에 처음 먹어보는 과일맛과 달콤한 맛이 있는 케이크를 주문했어요
그리고 그 위에 딸기잼도 올려주셨는데요,
딸기쨈에 딸기가 들어가 있어서 정말 좋았답니다.
크림치즈 크림 치즈가 들어가서 더 고소하고 맛있는 것 같아요..
달콤하면서도 상큼한 느낌의 베리베리맛이랍니다.
아무래도 초콜릿이라서 그런지 느끼하지 않고 담백해서 좋아용~^^ 
다음에는 또 다른 디저트를 먹을까봐 걱정했는데..!ᄒᄉ<ᄏ -
오늘 하루종일 열심히 일하고 있는데도
오랜만에 친구"
14,닥터방기원 랩플러스 바이옴 탈모샴푸 블루라벨 2개 1000ml,샴푸,21800,https://link.coupang.com/a/MFow2,thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3148677108914375-926f2f59-df90-4ce7-894c-5c36db12328b.jpg,"닥터방기원 랩플러스 바이옴 탈모샴푸 블루라벨 2개 1000ml솔직후기
#블루라인 <unk>bloom_official</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜로 맛있는거 같아요.
그래서 이번에 또 먹어봤는데 역시나 달달한 맛이였어요!
그리고 그 위에 치즈도 같이 올려져 있어서 정말 좋았답니다.
치즈가 들어간건 처음인데...ᄏᄒ.ᅲ;!??
저는 이렇게 먹으면 더더욱 좋아해요
저희는 요렇게 먹을 수 있는걸까 고민하다가 드디어 주문했답니다~^^ 
아무래도 다른 분들은 다들 아시겠지만 제 입맛에는 잘 맞아서 추천드리고 싶어서
바로 바로 드시기로 했습니다
제가 선택한 건, ``오레오칩스 초코파이><>
초코는"
15,제이숲 딥그린제이 아로마 약산성 비건 샴푸 프렌치 라벤더향 1000ml 1개,샴푸,15880,https://link.coupang.com/a/MFox3,thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7552459570516004-b020bef3-eec5-44c3-9996-9d56c4917089.jpg,"제이숲 딥그린제이 아로마 약산성 비건 샴푸 프렌치 라벤더향 1000ml 1개솔직후기
#아기화장품추천</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데요.
제가 먹은 건데도 불구하고 정말 맛있는 것 같아요
저는 이거 좋아해서 먹어봤는데요,
진짜 진짜 잘먹고 있었어요!
그리고 또 다른 포스팅! :: ``<unk>, 그게 바로...
그래서 이렇게 먹을 수 있는 거구나~^^ 
저희는 요렇게 먹기 시작했답니다.
근데, 이건 좀 더 달달한 맛이 나서
다음에 다시 한번 드셔보려고 해요.
오늘의 주인공은...ᄏ.ᄒ; ;)
바로 여기까지 왔으니까요,,......??
여기는 뭐가 제일 좋은지 모르겠지만....ㅠㅠ.ᅲᅮㅜㅜ 그래서 조금 아쉬웠는데, 그래도 역시나 다들 열심히 먹는 모습이었네"
16,닥터방기원 랩 탈모 증상 완화 샴푸 1L 2개,샴푸,17700,https://link.coupang.com/a/MFoy0,thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7886329921259704-d0b5109c-4bb8-4cf3-acf1-1936af65c4fd.jpg,"닥터방기원 랩 탈모 증상 완화 샴푸 1L 2개솔직후기
#탈모로인한후관리방법</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜로 맛있는거 같아요.
그래서 이번에 먹은건 바로 딸기잼이에요.
딸기쨈도 같이 먹어봤는데 정말 달달했어요.
그리고 딸기가 들어간 크림치즈케이크가 나왔어요!
크림 치즈는 케찹에 찍어먹으면 더 고소하고 부드러워요
저는 크림을 좋아해서 이렇게 먹으면 좋겠다 싶어서
생각했는데 생각보다 양이 많아서 못 먹을뻔 했거든요.ᄒᄏ;)
아무튼, 생과일쥬스인 만큼 꿀맛이었구요,
여기에 초콜릿까지!~^^ 
저희는 젤리쿠키를 주문했답니다.
초콜릿과 함께 먹기 좋은 쿠키와 초코칩 그리고 마카롱으로 구성되어 있어요.
마카로는 코코넛"
17,케라시스 아르간오일 샴푸 1L 2개,샴푸,15120,https://link.coupang.com/a/MFoz4,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1664850385763497-057c9db7-a3a3-4d23-87f5-7a85d080d306.jpg,"케라시스 아르간오일 샴푸 1L 2개솔직후기
#아기화장품추천</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜로 맛있는거 같아요.
그래서 이번에 먹어봤는데 정말 잘먹더라고요!
그리고 또 다른건 바로 딸기잼이에요.
딸기는 원래 딸기가 좋아해서 많이 사먹는 편인데.ᄏᄒ; 그래서 요즘엔 더 자주 찾게 되는 것 같네요
저는 이제부터라도 꼭 먹어야겠어요.^^ 
오늘도 역시나 초콜릿과 함께 먹으면 좋을것 같은데~!<unk> -
다음에는 좀 색다른 맛을 느낄 수 있는 과일들을 골라보도록 하겠습니다
:) 다들 아시다시피...과일들은 달달한 맛이 있어서 좋지만....ㅠㅠ 그래도 맛은 좋은편이에용 ~♥♡😍😘😚😙😗☺😄😀😁😆😊😉😃🤗🥰🙂🙃🤪😖"
18,라보에이치 프로바이오틱스 탈모 증상 완화 샴푸 두피강화 400ml 1개,샴푸,14870,https://link.coupang.com/a/MFoAU,thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4790639758369465-e269f4d5-e557-4825-87aa-743ea371005c.jpg,"라보에이치 프로바이오틱스 탈모 증상 완화 샴푸 두피강화 400ml 1개솔직후기’를 출시했다.
탈모는 모발 성장에 중요한 역할을 하는 단백질과 비타민, 미네랄 등 영양소가 부족해 발생하는 질환이다.
특히 스트레스와 불규칙한 생활습관으로 인해 머리카락이 가늘어지고 빠지는 현상이 나타난다.
이에 따라 헤어 케어 제품으로 머리를 감을 때 가장 먼저 고려해야 할 것이 바로 ‘헤어에센셜 오일’이다.
두피에 풍부한 수분과 영양분을 공급해주는 헤어를 위한 오일은 천연 식물성 계면활성제 성분으로 만들어져 있다.
또한 피부 보습을 위해 사용하는 에멀젼은 피부에 유해한 화학성분을 배제하고 자연 유래 성분을 사용해 민감한 피부와 민감해진 피부를 보호해준다.
아울러 아로마오일 성분이 함유되어 있어 건조한 가을철에도 촉촉하게 유지시켜 준다.
더불어 세안 후 물기가 마르지 않도록 클렌징 폼이나 로션 등을 이용해 부드럽게 닦아주면 더욱 효과적이다.
세정력이 뛰어난 저자극 테라피를 적용하여 노폐물을 제거해주고 손상된 머릿결을"
19,케라시스 러블리 앤 로맨틱 퍼퓸샴푸 꽃향 980ml 3개,샴푸,14370,https://link.coupang.com/a/MFoBJ,thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8502599712810440-ecd72508-a66d-4424-a69c-88aa29a73856.jpg,"케라시스 러블리 앤 로맨틱 퍼퓸샴푸 꽃향 980ml 3개솔직후기
#꽃스타그램 <unk>beauty_korea</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그래서 이번에 먹어봤는데 역시나 달달한 맛이였어요!
그리고 또 다른건 바로 딸기잼!ᄏᄒ 
딸기쨈도 정말 잘 어울리고~^^ ;;)
크림치즈케이크가 들어있는 크림칩과 함께 먹으면 더더욱 맛있는거 같아요.
저는 딸기를 좋아해서 그런지 초콜릿에 많이 찍어먹고 있었거든요
그런데 이렇게 크림이 들어간게 진짜 신기했네용.ㅠㅠㅜㅜ 그래서 같이 먹기 좋은 크기로 잘라주셨답니다 ~^-ᅲ -
저희는 젤로 만든 마카롱으로 주문했어요.
마카로니맛 쿠키를 시켰는데, 그 안에 코코넛오일이"
20,케라시스 샤이닝 데미지 샴푸 4L 1개,샴푸,12600,https://link.coupang.com/a/MFoCL,thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/212212081355735-7e0c0f00-a280-4d2a-8767-784d6a3b1ed3.jpg,"케라시스 샤이닝 데미지 샴푸 4L 1개솔직후기
#샤이니헤어케이스추천해요
<unk>피부과에서 추천하는 헤어스타일링 제품으로 피부톤에 따라 골라서 사용해주세요~!
저는 모발도 잘 관리해주고 머리숱을 줄여주는 헤어에센스인데요.
모발이 너무 많이 빠지면 탈모가 생길 수 있으니까, 머리카락이 많은 부위에 발라주시면 좋겠어요.
머리 숱은 줄이면서 두피와 머릿결을 정돈해주는 것이 중요해요.
두피에 영양공급까지 해주니깐..
머리를 감는 동안에도 머리를 감고 싶으신 분들은 꼭 챙겨보세요.
아무래도 머리가 빠지는 건 어쩔 수가 없죠?
그래서인지, 요즘에는 펌이나 염색 등 다양한 방법으로 관리를 해주고 있어요.
그런데 이렇게 관리가 소홀하면 오히려 더 큰 문제가 될 수도 있거든요.</d> 오늘 아침부터 비가 내렸는데요,
오늘 낮부터는 다시 기온이 오르면서 추워질 것으로 보입니다.
"
21,케라시스 엘레강스 앤 센슈얼 퍼퓸 샴푸 980ml 3개,샴푸,12140,https://link.coupang.com/a/MFoD0,thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8477013381911975-965b04ee-2104-4bd6-8e63-e34c8e8da1c2.jpg,"케라시스 엘레강스 앤 센슈얼 퍼퓸 샴푸 980ml 3개솔직후기
#아기화장품추천템<unk></d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜 맛있는거 같아요.
그래서 이번에 또 먹어봤는데 역시나 달달한 맛이였어요!
그리고 그 위에 크림치즈도 같이 올려져 있어서 정말 좋았답니다.
크림 치즈는 바삭바득 씹히는 식감이 좋아서
먹다가 먹으면 더 고소하고 담백하게 먹을 수 있었답니다!ᄒᄏ 
저는 개인적으로 크림을 많이 안좋아서 그런지 잘 못먹는 편인데...ㅠㅠ 그래서 이렇게 드시면 좋을 것 같더라고요
제가 먹은건 바로 딸기잼이었거든요.^^ ;;)
딸기는 원래 딸기가 제일 먼저 들어간다고 하잖습니까?
하지만 요즘에는 이런걸로 만들어 먹기도 하고~."
22,케라시스 어드밴스드 앰플샴푸 리페어 600ml 1개,샴푸,5390,https://link.coupang.com/a/MFoEQ,thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1930924326198352-56a4cfd9-b865-44a6-b32e-5a12e317a5e6.jpg,"케라시스 어드밴스드 앰플샴푸 리페어 600ml 1개솔직후기
#리뷰스타그램</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데...
그냥 먹는게 아니라 진짜 맛있는거 같아요.
그래서 이번에 또 먹어봤는데 역시나 달달한 맛이였답니다.
그리고 그 위에 크림치즈도 같이 올려져 있어서 정말 좋았습니다.
크림 치즈는 바삭바득 씹히는 식감이 아주 좋아서
먹기에도 좋고 먹기 좋게 잘 익혀서 먹기도 편했구요,
아무래도 다른 분들께 추천하는 것 같더라고요!
저는 개인적으로 크림을 많이 안좋아서 그런지 조금 더 고소하고 담백하게 먹을 수 있는 거 같아서 만족스러웠고요
다음에 다시 한번 드셔보도록 하겠습니다
<unk>diet_repost.official 에서 구매할수 있답니당!^^ 
"
