,names,keyword,prices,urls,images,ments
10,까르데코 디망쉬 작은창 암막커튼 2장,암막커튼,29610,https://link.coupang.com/a/MsYVw,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cb7e/4d413d2d28acd116fbb5b57f94beb1d8362712ba7a5eb2e245aa67790f8f.jpg,"까르데코 디망쉬 작은창 암막커튼 2장 솔직후기
#디움 <unk>dmsgcorp.co.kr</d> 오늘은 제가 좋아하는 빵집인 ``아빠가 만든 수제빵이랑 함께한 저녁식사!!
오랜만에 먹으니까 너무 맛있어서 좋았어요~^^ 
오늘도 아저씨께서 직접 만들어주신 크림치즈케이크와 치즈를 한입에 먹기 좋게 잘라서 드셔보셨는데요.
크림치는 정말 부드럽고 달달해서 넘나 좋아하더라구요
그리고 저는 이번에 처음 먹어보는 크림이였어요.
저는 그냥 생딸기맛이라 그런지 딸기맛이 더 강했거든요..
생 딸기는 진짜 잘 익었네용ᄏᄒ..ㅠㅠㅜㅜ ;;)
그런데, 이렇게 맛있는 케익과 같이 먹으면 더욱 맛이 좋을 것 같아서
먹다보니 또 다른 맛을 느낄 수 있었답니다....ᅲᅮ^"
11,데코지오 핀형 거실 암막커튼 2p + 커튼 끈 2p + 핀 2p + 후사고리 2p 세트,암막커튼,56500,https://link.coupang.com/a/MsYWO,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5365783886034951-21cca26f-7b66-497b-ab3f-da5840f2b3fc.jpg,"데코지오 핀형 거실 암막커튼 2p + 커튼 끈 2p + 핀 2p + 후사고리 2p 세트 솔직후기 1P
이번 시즌에 나온 신제품은 기존 제품보다 더 큰 사이즈로 출시되었다.
신제품의 디자인과 기능은 크게 두 가지로 나뉜다.
먼저 기존의 제품과 차별화된 디자인을 선보인다는 점이다.
기존 제품은 주로 사각형, 직사각형 등 다양한 형태로 제작되어 왔지만 이번 신상품은 그 형태와 디자인이 다양해졌으며 특히 전면부에 새겨진 'S'자 모양의 패턴을 통해 세련미를 강조했다.
또한 이번에 새롭게 출시한 S시리즈는 기존에 없던 새로운 디자인의 제품을 선보였다.
특히 최근 유행하는 스타일의 패브릭으로 제작된 것이 특징이다.
여기에 더해 새로워진 사이드 메뉴를 추가함으로써 더욱 고급스러운 느낌을 살렸다.
이와 함께 신규 라인업에는 프리미엄급 인테리어와 더불어 최신 트렌드를 반영한 인테리어 소품을 대거 적용했다.
아울러 새롭게 공개된 홈페이지에서는 고객들이 직접 체험할 수 있는"
12,까르데코 디망쉬 암막커튼,암막커튼,34710,https://link.coupang.com/a/MsYXZ,thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3736391126618948-f136a355-1334-48a1-8acb-5496eddc8207.jpg,"까르데코 디망쉬 암막커튼 솔직후기
#디움 <unk>dmsgcorp.co.kr</d> 오늘은 제가 좋아하는 빵집인 ``아빠가 만든 수제빵이랑 함께한 저녁식사!!
오랜만에 먹으니까 너무 맛있어서 좋았어요~^^ 
오늘도 아저씨께서 직접 만들어주신 크림치즈케이크와 치즈를 한입에 먹기 좋게 잘라서 드셔보셨는데요.
크림치는 정말 부드럽고 달달해서 넘나 좋아하더라구요
그리고 저는 이번에 처음 먹어보는 크림이였어요.
저는 그냥 생딸기맛이라 그런지 딸기맛이 더 강했거든요..
생 딸기는 진짜 잘 익었네용ᄏᄒ..ㅠㅠㅜㅜ ;;)
그런데, 이렇게 맛있는 케익과 같이 먹으면 더욱 맛이 좋을 것 같아서
먹다보니 또 다른 맛을 느낄 수 있었답니다....ᅲᅮ^/// 그래도 역시"
13,쉬즈홈 트루디 아일렛 암막 커튼 2p 세트,암막커튼,26800,https://link.coupang.com/a/MsYY0,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6497634619555309-4ecdabaa-84b3-443a-9ddb-30b5bfe8147d.jpg,"쉬즈홈 트루디 아일렛 암막 커튼 2p 세트 솔직후기
#아기 <unk>selfie_korea</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데요.
그냥 먹는게 아니라 직접 만들어먹고싶더라구요!
저는 이번에 처음 먹어보는 과일이라서 더 좋아했어요
그래도 맛은 좋았답니다.
그리고 이렇게 맛있는 디저트를 먹을 수 있는 곳이 있어서
꼭 한번 가보고 싶은 곳이에용!^^ 
오늘의 포스팅으로 소개해드릴 제품은 바로 ``오렌지베리잼과 딸기쨈입니다.
제가 선택한 오렌지베리는 딸기와 함께 먹으면 더욱 좋은데요,
딸기는 정말 달달하고 고소해서 먹기에도 좋고~ᄒᄉ<ᄏ)
크림치즈가 들어가 있어서 씹히는 맛이 아주 좋습니다.
또한 베리맛에 초콜릿맛이 가미되어 있는데...
초콜릿맛을 느낄 수가 없어서 그런지 잘 안"
14,알뜨리 방풍 방한 사계절 3중직 암막커튼 + 압축봉 5호,암막커튼,27800,https://link.coupang.com/a/MsY0b,thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4005792000411804-3bef4c86-0d92-40ff-905d-06b8a3ddb323.jpg,"알뜨리 방풍 방한 사계절 3중직 암막커튼 + 압축봉 5호 솔직후기
#여름방학 <unk>beatsof_womencycling</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵이 너무 맛있어서 저는 그냥 먹고 싶었는데요.
그냥 먹는게 아니라 직접 만들어먹고싶더라구요!
저는 이번에 처음 먹어보는 과일이라서 더 좋아했어요
그래도 맛은 좋았답니다.
그리고 그 위에 치즈까지 올려져 있어서 정말 만족스러웠답니다!ᄒᄏ 
치즈가 진짜 잘 익었고 달달하니까 넘나 맛있는거 같아요..
아무래도 다른 분들은 다들 아시겠지만..ㅠㅠ 그래서 이렇게 드시면 좋을 것 같네용~^^ ;;)
저희는 요렇게 주문했어요.
제가 제일 먼저 먹은건 바로 딸기잼이었거든요?
딸기쨈에 딸기가 들어가 있어서
맛있게 먹을 수 있었습니다.
"
15,컬러스토리 아일렛 단열 암막커튼,암막커튼,14900,https://link.coupang.com/a/MsY1o,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3586130349913272-9aea097c-ee08-4e8c-9b00-015f23d9b76d.jpg,"컬러스토리 아일렛 단열 암막커튼 솔직후기 공모전’을 개최한다고 밝혔다.
공모전은 ‘2018 대한민국 에너지대전’ 기간 중 진행되며, 응모는 오는 7월 1일부터 8월 31일까지 진행된다.
이번 공모에 참여하는 고객은 누구나 참여할 수 있으며, 자세한 내용은 홈페이지를 통해 확인할수 있다.
한편, 이번 행사는 지난해부터 올해로 4회째를 맞이하고 있는 국내 최대 규모의 전력산업 전시회다.
올해는 총 3000여개 기업이 참가하며, 약 1만5,000명의 관람객이 방문할 것으로 예상된다.</d> 한국거래소는 코스피200선물 12월물의 거래량이 전월 대비 6% 감소했다고 1일 발표했다.
코로나19 확산으로 인한 글로벌 경기 둔화 우려로 인해 투자심리가 위축됐기 때문으로 풀이된다.
지난달에는 미국 연방준비제도(Fed·연준)의 기준금리 인상이 지연되면서 변동성이 확대됐다.
이에 따라 선물가격도 하락했다.
미국의 금리 인상 기대가 낮아지면서 달러-원 환율은 전일대비 5.80"
16,디자인갤러리 찍찍이로 붙이는 프리머 암막커튼,암막커튼,17900,https://link.coupang.com/a/MsY2r,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1065849531775378-0e26dd18-eb68-462e-99f4-1fd6648c80de.jpg,"디자인갤러리 찍찍이로 붙이는 프리머 암막커튼 솔직후기
#20190710 <unk>daum.net/main_official</d> 오늘은 제가 좋아하는 영화 <그녀>를 보러 가기로 했습니다.
<이브닝 나이트>도 보았고요.
제가 좋아했던 영화는 <아바타>, <이블데드>와 같은, 아니 그 이상의 영화를 본 적이 없었는데요,
아무래도 이 영화의 가장 큰 매력은 바로 ``사랑을 하는 남자들>이 아닐까 싶어요.
그래서 저는 이번에도 꼭 한번 보고 싶은 영화로 꼽았답니다.
영화 속 주인공들은 모두 사랑스러운 여자들로 구성되어 있는데요
저는 사랑하는 남자를 만나기 위해 여행을 떠나고, 사랑을 쟁취하기 위한 싸움을 벌입니다.
그리고 사랑에 빠진 남자는 자신의 마음을 다독여주는 남자가 됩니다.
하지만 사랑은 결국엔 자신을 희생하는 것으로 끝나게 되죠.
그러니 사랑이 아닌 다른 사람을 향한 사랑의 감정이 더 중요할 수밖에 없겠죠?
영화를 보면서 느낀건 정말 많은 사람들이"
17,컬러스토리 핀형 솔리드 암막커튼,암막커튼,9900,https://link.coupang.com/a/MsY28,thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3644421547530271-b80bec59-649f-49ab-9a67-c92682e97da4.jpg,"컬러스토리 핀형 솔리드 암막커튼 솔직후기’를 공모한다.
공모전 주제는 ‘핀을 이용한 다양한 디지털 콘텐츠 제작’이다.
디지털콘텐츠를 활용한 새로운 콘텐츠를 제작할 수 있는 아이디어를 가진 사람이라면 누구나 참여할수 있다.
접수는 오는 31일까지다.
수상작은 다음달 2일 발표된다.
대상 1팀에게는 상금 100만원과 함께 대상 2팀은 각 50만원, 최우수상 3명에는 각각 30만원의 시상금이 주어진다.
최우수상은 아이디어 상품화 지원과 사업화에 필요한 자금, 우수상에는 창작지원금과 해외진출에 소요되는 비용 등을 제공한다.
자세한 내용은 한국문화관광연구원 홈페이지(www.kculture.re.kr)에서 확인할 수도 있다.</d> 지난해 12월 말 기준 국내 은행권의 가계대출 잔액은 412조5000억원으로 전년 동기 대비 5조1200억원 증가했다.
증가폭은 2016년 11월(4조2250억원, 6.1%) 이후 가장 컸다.
가계부채 증가세는 올해도 이어질 전망이다.
금융감독원은 “지난 1월말 현재 은행의 주택"
18,한스데코 파스텔 솔리드 아일렛 암막커튼,암막커튼,39900,https://link.coupang.com/a/MsY36,thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c882/4461963e978b4adb79ef97a8ef2777a19d5c291a7ae905b508d3c862ae65.jpg,"한스데코 파스텔 솔리드 아일렛 암막커튼 솔직후기
#아트스쿨 <unk>artstudy_official</d> 오늘은 내일이다!
오늘도 어김없이 출근해서 점심 먹고 왔어요
이번 주말엔 또 다시 한 번 더 오겠네요~!^^ 
내일은 정말 오랜만에 가족들과 함께하는 시간이에용ᄒᄏ..
그래서 이번주에는 가족과함께 하는 시간이예요.?
그런 의미에서 저는 이번에 꼭 가봐야할 곳이 바로 ``오픈마켓몰(www.koreaboutmarketplace)입니당:) **->< 오픈 마켓몰이구요.
저는 개인적으로 쇼핑을 좋아하는데.. 제가 좋아하는게 뭐냐면... 내가 원하는 물건을 구매하기 위해선 항상 기다려야 한다는거죠?ㅠㅠ ;;)
그리고 요즘 핫한 브랜드들이 많이 나와있어서 그런지 그걸 잘 못찾아서 찾기도 하고"
19,생활백서 못없이 설치하는 암막커튼 풀세트 ver 4,암막커튼,42660,https://link.coupang.com/a/MsY45,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4769943947662540-dc27cd69-9ed7-4a06-9eab-2d5cf685be12.jpg,"생활백서 못없이 설치하는 암막커튼 풀세트 ver 4 솔직후기
이제 막 시작했으니까, 이제부터라도 좀 더 열심히 준비해 보겠습니다.
#다이어트 <unk>diet_report.com</d> 오늘은 제가 좋아하는 과자랑 빵을 먹었어요.
빵에 들어있는 설탕과 계란가루가 너무 맛있어서요.
그냥 그냥 먹는게 아니라서 조금만 먹으면 되더라구요~!
그래도 저는 이걸로 먹고 싶었는데...
아무래도 초콜릿이라 그런지 맛이 별로였어요
그리고 그 위에 크림치즈까지 올려져 있어서 정말 좋았답니다.
크림 치즈는 진짜 달달하고 고소해서 넘나 좋아했어요.
저는 개인적으로 크림을 많이 먹어봤는데...ᄏᄒᄉ* 그래도 맛은 있었네요.^^ 
맛있게 잘먹고 왔습니다
오늘의 포스팅은, 바로 ``오레오칩스 초코쿠키&초콜릿 쿠킹클래"
20,더자리 손쉽게 붙이는 암막커튼,암막커튼,17900,https://link.coupang.com/a/MsY6h,thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4270505596359902-8decb8be-f752-4a2d-b166-e6e18cf16b77.jpg,"더자리 손쉽게 붙이는 암막커튼 솔직후기’를 모집한다.
이번 공모전은 ‘암막이 커버가 되는 방법’을 주제로 진행되며, 참가 희망자는 오는 30일까지 이메일(kimji<unk>hanmail.net)로 접수하면 된다.
공모전 수상자에게는 상금 100만원과 함께 한국백혈병어린이재단에 기부될 예정이다.
자세한 내용은 홈페이지(www.koreabaconcareer.kr)를 참고하거나 전화(02-2010-0114) 또는 우편으로 문의할 수 있다.</d> 지난해 12월 31일부터 올 1월 1일 사이에 발생한 교통사고는 모두 1만4천9백여 건으로, 이중 사망자가 1천500여 명으로 전체의 42%를 차지했습니다.
이는 전체 사고 가운데 절반에 가까운 수치입니다.
사고 유형별로는 추돌 사고가 2천360건으로 가장 많았고 신호 위반과 중앙선 침범 등 순이었습니다. 고속도로에서 일어난 사고의 경우 승용차가 앞서가던 차량을 들이받은 뒤 뒤따르다가 연쇄추돌로 이어"
21,컬러스토리 핀형 솔리드 암막커튼,암막커튼,9900,https://link.coupang.com/a/MsY6Z,thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3644421547530271-b80bec59-649f-49ab-9a67-c92682e97da4.jpg,"컬러스토리 핀형 솔리드 암막커튼 솔직후기’를 공모한다.
공모전 주제는 ‘핀을 이용한 다양한 디지털 콘텐츠 제작’이다.
디지털콘텐츠를 활용한 새로운 콘텐츠를 제작할 수 있는 아이디어를 가진 사람이라면 누구나 참여할수 있다.
접수는 오는 31일까지다.
수상작은 다음달 2일 발표된다.
대상 1팀에게는 상금 100만원과 함께 대상 2팀은 각 50만원, 최우수상 3명에는 각각 30만원의 시상금이 주어진다.
최우수상은 아이디어 상품화 지원과 사업화에 필요한 자금, 우수상에는 창작지원금과 해외진출에 소요되는 비용 등을 제공한다.
자세한 내용은 한국문화관광연구원 홈페이지(www.kculture.re.kr)에서 확인할 수도 있다.</d> 지난해 12월 말 기준 국내 은행권의 가계대출 잔액은 412조5000억원으로 전년 동기 대비 5조1200억원 증가했다.
증가폭은 2016년 11월(4조2250억원, 6.1%) 이후 가장 컸다.
가계부채 증가세는 올해도 이어질 전망이다.
금융감독원은 “지난 1월말 현재 은행의 주택"
22,디자인갤러리 찍찍이로 붙이는 프리머 암막커튼,암막커튼,28900,https://link.coupang.com/a/MsY75,thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1065855223676015-50e98646-dce7-4ac8-bcbf-d05068542f2e.jpg,"디자인갤러리 찍찍이로 붙이는 프리머 암막커튼 솔직후기
#20190710 <unk>daum.net/main_official</d> 오늘은 제가 좋아하는 영화 <그녀>를 보러 가기로 했습니다.
<이브닝 나이트>도 보았고요.
제가 좋아했던 영화는 <아바타>, <이블데드>와 같은, 아니 그 이상의 영화를 본 적이 없었는데요,
아무래도 이 영화의 가장 큰 매력은 바로 ``사랑을 하는 남자들>이 아닐까 싶어요.
그래서 저는 이번에도 꼭 한번 보고 싶은 영화로 꼽았답니다.
영화 속 주인공들은 모두 사랑스러운 여자들로 구성되어 있는데요
저는 사랑하는 남자를 만나기 위해 여행을 떠나고, 사랑을 쟁취하기 위한 싸움을 벌입니다.
그리고 사랑에 빠진 남자는 자신의 마음을 다독여주는 남자가 됩니다.
하지만 사랑은 결국엔 자신을 희생하는 것으로 끝나게 되죠.
그러니 사랑이 아닌 다른 사람을 향한 사랑의 감정이 더 중요할 수밖에 없겠죠?
영화를 보면서 느낀건 정말 많은 사람들이"
